a	把
jjmn	㬈
jjms	𡽑
jjne	𱢰
jjnj	𤴐
jjnp	𨗞
jjns	𤰶
jjo	𭥳
jjoc	暥
jjoe	疊放
jjol	晶亮
jjom	暻
jjom	𡼩
jjom	𡼮
jjom	𭨖
jjoo	日日夜夜
jjoo	時時刻刻
jjoo	时时刻刻
jjor	𣌝
jjov	疊字
jjov	𣉬
jjpi	晶粒
jjpu	星星之火
jjpw	𡹋
jjqe	𪰺
jjqg	𡻍
jjqr	崽儿
jjqs	𭖬
jjqs	𭦠
jjqu	𤬆
jjr	崑
jjrj	𦦄
jjrk	𱢁
jjro	𪂇
jjrq	崽兒
jjrr	崑
jjrr	崐
jjrr	𣈀
jjrr	𭖵
jjs	曝
jjs	旵
jjsd	𡻞
jjsh	𫶂
jjsj	𤴌
jjsk	曝
jjsk	𭻶
jjsn	𡻌
jjsn	𣊐
jjso	𭨃
jjso	𰖊
jjsq	𱽀
jjsr	㟨
jjsr	𪱆
jjss	屾
jjss	明日黃花
jjss	明日黄花
jjss	岀
jjss	𭨋
jjsu	𣌈
jjsy	晶莹
jjtc	𢁃
jjtd	𡷶
jjtf	疊印
jjtp	晶片
jjts	𡶚
jjts	𡷬
jjts	𡾀
jjtt	畕
jjtv	𡷴
jjtv	𣇂
jjua	照明灯
jjub	照明燈
jjuf	𡽓
jjug	𢧾
jjuh	𡸈
jjuh	𬊘
jjuu	晶瑩
jjuu	𡽽
jjuu	𤏒
jjuv	焸
jjv	昌
jjv	昍
jjv	𭥗
jjvb	𣉀
jjve	𱰽
jjvk	崽子
jjvp	𰤮
jjvs	㞱
jjvt	𭥫
jjvu	㬤
jjvv	影影绰绰
jjvv	畏畏缩缩
jjvv	𡺖
jjw	暍
jjwe	𡽙
jjwe	𭧸
jjwg	暒
jjwj	𤴊
jjwj	𦉩
jjwl	㽯
jjwl	𡿀
jjwn	𣈾
jjwp	崑腔
jjwt	晹
jjwt	𡸑
jjwt	𫶁
jjwv	𡹌
jjwv	𣇵
jjwv	𣉌
jjww	𰎱
jjwx	暍
jjwx	嵑
jjxb	𣆠
jjxl	疊加
jjxl	𭦉
jjxo	疊翠
jjxp	𣌑
jjxx	𱱄
jjy	崽
jjya	𲍽
jjyb	𡹨
jjyj	𤴇
jjym	𰣖
jjyn	崽
jjyn	𢛝
jjyn	𫶃
jjyn	𱢔
jjys	𰎽
jjys	𰖦
jk	映
jkaj	𤲦
jkak	峠
jkaq	𱢤
jkaw	日内瓦
jkaw	日內瓦
jkbf	映紅
jkbu	𤱆
jkd	㫣
jkdm	𡿅
jkdm	𩓻
jke	𰕼
jkei	崗位
jkei	岗位
jkey	映像
jkf	峒
jkfe	𭗊
jkff	𤳣
jkfg	山水相連
jkfg	略见一斑
jkfh	山水相连
jkfi	𱛗
jkfj	山水画
jkfl	峒
jkfl	晍
jkfl	峝
jkfo	𬁅
jkfq	日上三竿
jkfu	𰖻
jkfv	𭧴
jkg	岟
jkgd	映
jkgd	岟
jkgd	𪰔
jkgm	𣉗
jkgv	㠈
jkgv	𣋆
jkh	𭥚
jkhr	時間表
jkhs	汖
jkhs	𡵰
jkht	𤱄
jkht	𭻅
jkhv	埊
jkhv	畘
jkhv	𣆀
jkj	岬
jkj	𣅼
jkj	𰕻
jkjb	映照
jkjs	岬
jkjs	𱛖
jkjt	𤲴
jkjv	映日
jkjv	崉
jkjv	𡼏
jkjv	𣊺
jkjv	𰖔
jkkc	𪩎
jkkf	異曲同工
jkkv	𧕵
jklb	𡸍
jklm	崗哨
jklm	岗哨
jklp	𮞪
jklv	𡶝
jklv	𣅻
jklv	𭥤
jkmb	𡹧
jkmb	𱰹
jkmd	𰎖
jkmo	𡶛
jko	岫
jkol	崗亭
jkol	岗亭
jkos	岫
jkos	峀
jkos	峀
jkpa	映衬
jkpi	映襯
jkpo	𨔯
jkps	𡵨
jkqf	𣌬
jkrm	𩓷
jkrp	𨔒
jkru	𡶀
jkru	𣅚
jkru	𤱅
jkru	映入
jks	嶩
jks	㫔
jkse	𣅣
jkse	𣅧
jkse	𭻕
jksm	𱢕
jksn	映在
jkso	𪨰
jksr	𱉃
jkss	嶩
jkss	𣋏
jkst	晪
jksu	𡽍
jktb	𣊱
jkte	𡶀
jkte	𣅚
jkte	𤱅
jkte	𱛋
jkte	𱢚
jktl	𡸀
jktl	𭖣
jktm	𩓷
jktp	𨔒
jku	崗
jkuj	崗
jkuj	㟠
jkus	暖水瓶
jkuw	崗前
jkuw	岗前
jkv	𣆣
jkv	𰲭
jkve	𣌙
jkvf	映红
jkvk	旱鴨子
jkvk	旱鸭子
jkw	岗
jkwa	岗
jkwa	映射
jkwh	𭗂
jkwv	𡼥
jkx	岘
jkx	𬀪
jkxa	𭖛
jkxh	山水畫
jkxs	岘
jkxs	𱛊
jkxx	映出
jky	嵎
jky	㬂
jky	𣈦
jkyl	映象
jkys	嵎
jkys	𡺥
jkyt	𤲳
jl	巖
jlag	嶯
jlal	𭖫
jlar	𭦱
jlax	曼哈頓
jlax	曼哈顿
jld	嶁
jldc	嶁
jldc	㟺
jldc	𭧖
jlde	𡾄
jldh	𣆉
jldv	巖石
jlee	𣇒
jlei	𪨸
jlfa	是非功过
jlfb	𣚤
jlfg	𡷤
jlfg	𡷤
jlfn	是非功過
jlfv	𡷵
jlgv	𪓪
jli	暃
jli	㫵
jlik	巖洞
jlil	山呼海嘯
jlil	山呼海啸
jlkd	是非曲直
jlkd	𡸾
jlkd	𣈣
jlkh	異口同聲
jlkj	𡸿
jlkm	𭧫
jlks	𭧍
jlkt	𪨹
jll	崿
jlld	暺
jlld	㠆
jlld	𡼤
jlle	巖
jlle	曮
jlle	巗
jlle	𭗭
jllf	𣋝
jlll	嵓
jllm	𭻵
jlls	崿
jlls	㟧
jlls	㠋
jlls	𡼑
jllv	𱛢
jllx	𰎵
jllx	𰎶
jlmb	𡻖
jlnl	𠻭
jlns	㞲
jlpa	𡿌
jlqo	𰎘
jlqr	岲
jlqr	㫛
jlqr	𡶢
jlqr	𣅷
jlri	𭇝
jlsd	㟕
jlsk	㞻
jltv	𡷧
jltx	照單全收
jlv	𣅊
jlw	嶉
jlwa	𡶈
jlwi	嶉
jlwv	𡷡
jlxe	𬅯
jlxg	𡷤
jlxl	影响力
jlxm	𡷘
jlxv	𣆪
jlyn	巖心
jlyn	𣊾
jm	晃
jma	𣌢
jmas	峭拔
jmau	曼联
jmav	曼聯
jmb	曼
jmb	𣇜
jmb	𧴴
jmbc	鄤
jmbe	𢿜
jmbk	𢿕
jmbl	峭壁
jmbl	𱢶
jmbp	𣁜
jmbs	𱛫
jmbt	𧵗
jmbu	曼
jmbv	𣆐
jmbv	𥀗
jmbv	𬀭
jmbv	𰎐
jmbw	曪
jmbw	𡿇
jmbw	𡿏
jmbw	𭨒
jmbx	𠢝
jmbx	𭧷
jmcf	𨜵
jmcm	曼妙
jmcs	𡾐
jmdo	量體裁衣
jmds	𱢮
jmed	最小值
jmei	𭭑
jmem	明眸皓齒
jmen	晃悠
jmen	明眸皓齿
jmeq	𡼆
jmer	最小化
jmes	𭗩
jmf	巘
jmf	黽
jmfa	𡿕
jmfe	星羅棋佈
jmff	𪚴
jmff	⿌
jmfg	巇
jmfg	略見一斑
jmfg	𭗲
jmfn	㟵
jmfs	巘
jmfs	星罗棋布
jmfs	巚
jmfs	𭨓
jmfw	㬅
jmfw	𭦟
jmgd	𡹊
jmgs	𡻋
jmh	曙
jmhd	曎
jmhd	嶧
jmhj	曙
jmhj	𡾡
jmhv	𣉳
jmhv	𱛣
jmhw	晃
jmhw	晄
jmhw	𤱳
jmhw	𭖙
jmhx	𫦴
jmi	岨
jmii	峭立
jmij	晃盪
jmis	岨
jmis	𭖍
jmit	日光浴
jmit	𤱌
jmj	晫
jmjj	𤳠
jmjm	晃晃
jmjm	曥
jmjm	㠠
jmjm	𪓲
jmjm	𫶢
jmjo	晫
jmjo	𤲤
jmjo	𭖭
jmjs	𡻼
jmjy	𡾅
jmky	山光水色
jml	嶵
jmli	嶵
jmli	㠑
jmli	𣋖
jmlv	岾
jmlv	𱜆
jmm	崱
jmma	𡶿
jmmb	𡾥
jmmb	𣌗
jmmc	巊
jmmc	𡾸
jmmd	崱
jmmd	𡺢
jmmd	𣉇
jmmh	曙光
jmmu	𡷚
jmmv	晃眼
jmmw	㬬
jmn	昷
jmnc	𰻶
jmng	𡾟
jmng	𡾠
jmnt	𰤷
jmnu	㠊
jmnx	𱢱
jmo	𣅃
jmog	𭖴
jmot	𤰘
jmov	異體字
jmqa	𡻻
jmqg	晃動
jmqm	𭖶
jmqo	晶體管
jmqp	𡵯
jmqp	𣌤
jmqp	𤰬
jmqs	曼舞
jmqu	㼔
jmqv	𪩟
jmqv	𭦗
jmrm	𣯎
jmro	𪂓
jmry	𰏀
jmsi	晃荡
jmss	時光荏苒
jmss	时光荏苒
jmsv	晃动
jmtb	𭦈
jmte	明眼人
jmtt	曼谷
jmtu	𭡣
jmua	日光灯
jmub	日光燈
jmvi	𡵊
jmvi	𡵋
jmvn	𣊕
jmvw	明目張膽
jmvw	明目张胆
jmw	峭
jmwc	𣋍
jmwg	巀
jmwg	𡾃
jmwi	𭗋
jmwm	𠠡
jmwm	𡹺
jmws	𣌉
jmwv	峭
jmwv	𣆺
jmx	勗
jmx	晛
jmxf	㠊
jmxl	勗
jmxl	𡺕
jmxr	𢅇
jmxs	峴
jmxs	𡷹
jmxt	𪽔
jmxv	𰖂
jmxy	𭞕
jmyc	曙色
jmym	𭨈
jn	崮
jnam	显摆
jnas	𡹬
jnas	𡺩
jnav	显扬
jnav	𰎢
jnbh	显圣
jncd	暴跳如雷
jnci	𡼱
jndb	𡹉
jndc	显要
jnde	𢽛
jndf	幽默感
jndg	崮
jndg	崓
jndh	𤰞
jndm	𲊱
jndm	𲊷
jndn	显露
jne	𭧪
jneh	𢽗
jneh	𭧨
jnej	𭧹
jnel	𡽘
jnes	𡼡
jnev	異國他鄉
jney	显像
jnfi	𡷌
jnfr	𭻼
jnfs	显形
jngd	𱛤
jngk	显现
jngp	显达
jngu	畢業班
jngy	𪩊
jnhd	時過境遷
jnhd	𡻢
jnhr	𡻽
jnhs	显示
jnht	显赫
jnhv	𰎳
jni	𪰊
jnis	𭖇
jniy	显学
jnjo	显影
jnjt	𡽊
jnjw	显明
jnkm	显卡
jnkm	𡻾
jnkx	显见
jnlk	显贵
jnlx	𡹯
jnmh	显耀
jnmm	𫶡
jnmu	𡹎
jnmv	显眼
jnmv	𰖤
jnn	曭
jnne	曭
jnne	𡿓
jnng	峰迴路轉
jnng	峯迴路轉
jnnh	峰回路转
jnns	𭖈
jnot	显效
jnqa	𱢣
jnqm	𫶊
jnqr	𭧋
jnrf	显微
jnrh	𡸙
jnrh	𡹤
jnrj	显得
jns	甴
jns	㫾
jnsh	显著
jnsj	𡽞
jnsn	显存
jntd	𡽔
jntt	𡸋
jntv	𡇛
jnu	显
jnua	㠚
jnua	㬣
jnua	𡽵
jnua	𭧗
jnud	𣋡
jnue	𪴯
jnug	𣊪
jnug	𭗘
jnuh	显
jnuh	嶪
jnuh	嶫
jnuh	曗
jnuh	𰎑
jnuk	𲊿
jnum	顕
jnup	𲅧
jnut	𭨏
jnvs	𡷿
jnvt	𤲊
jnwg	畢業生
jnws	显然
jnxu	显灵
jnxx	显出
jnxx	𡹏
jnyw	显性
jo	早
joae	早逝
joal	早操
joax	早报
jobb	𱢍
jobd	影剧
jobg	影戏
jobh	景緻
jobi	早已
jobk	景观
jobl	影壁
jobs	影展
joc	晏
jocc	𫑦
jocm	𲊵
joco	影院
jocr	鷃
joct	早婚
jocv	晏
jocv	峖
jocv	㫨
jocv	𡜑
jocv	𫵻
jocw	䨃
jocy	𢣮
jocy	𮭨
jodb	早起
jodh	影碟
jodj	晾乾
jodl	𱢜
jodr	㠡
jodt	𡽆
jodw	早期
jody	𡾢
joef	影后
joef	山高皇帝远
joeh	山高皇帝遠
joel	㟯
joel	𡺀
joem	𡿃
joem	𣌔
joem	𱢝
joeo	𣈋
joet	景仰
joet	崇仰
joeu	崇信
joey	影像
jof	晥
jof	早
jofa	早于
jofa	𡷎
jofh	晥
jofh	𡷗
jofh	𬏉
jofj	𬁗
jofl	影樓
jofl	𣋩
jofm	𣋪
jofn	𡹦
jofn	𭦤
jofp	影楼
jofq	略高一籌
jofq	略高一筹
jofs	岁寒三友
joft	𣊇
joft	𪱄
jofv	𣇆
jofv	𫶀
jog	昉
jog	昘
joga	崇奉
jogj	早春
jogk	景泰
jogl	景區
jogl	𫶓
jogm	曢
jogp	𨓹
jogt	𱰫
jogu	早班
jogv	𭖒
jogv	𱡽
jogw	景区
joh	崇
johc	𨝡
johd	影城
johe	景致
johe	𡼦
johg	晾干
johg	𱵸
johj	早場
johj	影都
johk	𡹭
johk	𪉻
johk	𱜌
johm	早到
johm	㓽
joho	影壇
johr	𪅁
johs	崇
johs	影坛
johs	𡸶
johs	𡿂
johs	𣇼
johu	早報
johv	早场
johv	𣌷
joi	峐
joi	晐
joih	早泄
joij	影音
joik	早洩
joil	景況
joiq	早産
joiq	早产
jois	峐
joit	畡
joiu	崇洋
joiy	景深
jojd	晾晒
jojf	晾曬
jojl	明辨是非
jojm	㬌
jojo	早早
jojo	明察暗访
jojs	早晨
jojs	嵩山
jojs	景山
jojt	𪫉
joju	明察暗訪
jojv	早日
jojv	峕
jojw	影星
jojw	崇明
jojy	早晚
joke	山高水低
jokh	山高水長
jokh	昹
jokh	㫤
jokh	㫤
jokj	早間
jokn	凱旋門
joks	早上
jokt	山高水长
jol	景
jola	嵉
jola	𡺣
jolb	𡷮
jolc	㬑
jolc	𡻙
jolc	𡻳
jolc	𢀍
jolc	𣍉
jold	㠇
jold	㠙
jold	𡾘
jole	暾
jole	𰖬
jolk	颢
jolk	𣌘
joll	嵩
joll	暠
joll	嵪
joll	䯫
joll	𡻫
joll	𣉞
joll	𬏐
jolm	晾
jolm	景
jolm	顥
jolm	㔀
jolm	𡹞
jolm	𡹡
jolo	𭧟
jolp	𨗈
jolq	𭦾
jolq	𭧓
jolq	𰎭
jolr	曩
jolr	影响
jolr	㠤
jolr	𪆣
jolr	𪱒
jolr	𱜋
jols	巐
jols	𠘀
jols	𭨗
jolt	影
jolv	崞
jolv	㬀
jolv	𡦩
jolv	𡦬
joly	𭞳
jomd	影劇
jome	早睡
jomf	影戲
jomi	𡹠
jomi	𣈍
jomi	𬁁
joml	早点
joml	景点
jomo	𪨨
jomr	早餐
jomr	𡾝
jomr	𡾨
jomv	𭖐
jonf	𣋊
jonm	早點
jonm	景點
jonr	早些
jons	崇尚
jonu	影業
jonu	影业
jony	豐衣足食
jooc	早安
jood	早读
joog	𣃸
jooh	影评
jool	崇高
jool	早熟
jool	早就
jool	早衰
joom	早市
joor	晾衣
joot	早於
joou	影帝
joov	影讯
joow	影调
jopj	早间
jopn	凯旋门
jopp	影迷
jops	早產
jopw	崇文
jopy	早恋
joq	崺
joqa	早年
joqb	𭦿
joqc	崺
joqc	暆
joqd	𱛦
joqe	𭦑
joqj	㽘
joqj	𡵻
joqj	𭥙
joqj	𰖸
joql	早知
joqn	暶
joqp	景氣
joqq	景气
joqq	𡻬
jor	畹
jord	景德
jord	𡸝
jore	豐富多彩
jore	早稻
jore	早饭
jori	岮
jori	𣅸
joro	明察秋毫
joru	早秋
jorv	畹
jorv	影後
jorv	晼
jorv	𡸥
jory	畩
jory	𫞫
jory	𭥾
jos	暄
josg	𰖓
josj	暄
josj	𡺟
josl	景觀
josl	景况
josn	早在
josn	𡾰
joso	𣅹
joss	𠘗
jost	早茶
josv	峵
josv	𡼌
josv	𪰧
josw	崇敬
josw	早有
jot	晬
jotb	昗
jotb	𣅶
jotd	崒
jotd	晬
jotd	崪
jotd	𤲠
jotf	崇拜
jotf	影印
jotp	影片
jotr	𡻨
jotr	𭧽
jotw	峧
jotw	晈
jotw	𰎜
joub	早戀
joud	㠃
joud	𰖪
jouh	影評
jouh	早讀
jouk	影视
joum	影視
joum	崇禎
joum	崇祯
joum	崹
joum	𭦽
jouo	嵭
jous	𡽉
jous	𣋠
jouv	影訊
jouw	早前
jouw	影調
jov	昡
jov	𣅂
jove	㬚
jovk	影子
jovk	𡶻
jovn	崀
jovn	㫰
jovn	㟍
jovn	𬏊
jovo	昡
jovo	𣆂
jovo	𪨬
jovp	早退
jovq	影響
jovq	𪽒
jovq	𭦓
jovv	早孕
jowa	影射
jowf	影集
jowg	早生
jowi	𪩐
jown	㟉
jown	𣇟
jowq	早先
jowq	𡹕
joww	景物
joww	𤜔
jox	峷
jox	𣇛
joxc	𬁈
joxi	𣆍
joxo	𱡼
joxs	峷
joxs	𣌪
joxw	𱢞
joyc	景色
joye	早飯
joyj	𭗏
joyl	景象
joyl	影象
joyn	𫶜
jp	旻
jpa	𣊍
jpas	𡻥
jpbd	𱢎
jpbu	𫶄
jpbx	𡼿
jpc	嵝
jpcs	㞫
jpcv	嵝
jpcv	𪩇
jpcv	𰖚
jpdn	𣈝
jpf	崆
jpfo	崆
jpfo	𡹝
jpfo	𣈞
jpfu	𬁘
jphk	𡻜
jphk	𡼄
jphr	时间表
jphv	𣈐
jphw	𬀸
jphw	𭨇
jpi	𬀳
jpi	𭥼
jpjk	崆峒
jpjv	时断时续
jpjw	嶙峋
jpkb	山穷水尽
jpkx	山窮水盡
jpli	㠧
jpli	𡿐
jpm	㫧
jpm	𭥻
jpms	𫂳
jpo	辿
jpo	𨑨
jpos	辿
jppo	𣉢
jpqv	𣋟
jpr	嶙
jpra	嶙
jpra	暽
jpra	疄
jpra	𡼵
jpsq	㟮
jpst	嵃
jpst	𰖙
jpt	嵱
jptb	𪩋
jptl	嵱
jptl	𫶎
jptl	𬁎
jptu	𡾉
jpvg	𡸕
jpvg	𡹗
jpvg	𣇬
jpvg	𱛾
jpvo	𣋟
jpw	旻
jpw	旼
jpws	㞵
jpws	㞶
jpwt	𪽌
jpwv	𡾈
jpwv	𣋶
jpx	岤
jpxg	曉之以理
jpxg	晓之以理
jpxs	岤
jpxv	𡼁
jpxv	𣉽
jpxv	𰖩
jpxw	𡿎
jpxx	𡺴
jpyj	𤲏
jpyj	𭦒
jq	昨
jqa	峨
jqac	𡬩
jqag	峨
jqag	峩
jqag	𣇕
jqai	𣅒
jqai	𤰦
jqav	𣆎
jqav	𪰟
jqb	晦
jqbe	𪱃
jqbf	易筋經
jqbh	𡼺
jqbm	晦
jqbm	畮
jqbs	𭻖
jqbu	𤰯
jqc	甽
jqc	𣅕
jqcs	𡵅
jqct	甽
jqcy	𡶊
jqd	旿
jqde	晚節不保
jqdh	旿
jqdh	㞰
jqdh	𡵵
jqdk	明知故問
jqdm	𡾬
jqdp	明知故问
jqdr	明知故犯
jqdw	晓风残月
jqdx	暴风雪
jqdy	暴风雨
jqeh	𭥨
jqei	𡺏
jqei	𭭍
jqeo	𣉧
jqep	𨔫
jqet	暗箭傷人
jqet	暗箭伤人
jqfg	昨天
jqfg	昇天
jqfj	暗無天日
jqfj	日复一日
jqfj	𫵽
jqfm	𡶺
jqfs	略知一二
jqfv	𡷔
jqfv	𤱧
jqfv	𪨦
jqfx	𪩆
jqg	昳
jqgf	畽
jqgf	𡺍
jqgf	𬁇
jqgu	昳
jqgu	𬀵
jqgu	𭨌
jqgu	𱜑
jqh	𰕶
jqha	𤴆
jqhg	𣈨
jqhh	𡸔
jqhh	𤲒
jqhu	昇平
jqi	𪰕
jqi	𪰖
jqib	晦澀
jqib	晦涩
jqii	屹立
jqis	㞺
jqjb	峨嵋
jqjd	𣈢
jqji	晦暗
jqjm	明知山有虎
jqjm	𱢲
jqjp	𨔹
jqjs	㞦
jqjs	𫵳
jqjt	𤳈
jqjv	昨日
jqjv	𭥷
jqjy	昨晚
jqkk	𣈭
jqll	𡻵
jqlv	㫟
jqm	岞
jqma	𣆋
jqma	𤱏
jqmf	𤱴
jqmf	𭪼
jqmm	𠜿
jqmo	昨
jqmo	岞
jqmo	岝
jqmu	𣆢
jqnb	𡸬
jqnp	𭖮
jqns	㞩
jqnx	𣆴
jqnx	𭦋
jqo	𣆔
jqoe	昨夜
jqp	嶓
jqpc	𡶉
jqpc	𣆅
jqpj	嶓
jqpj	𣊩
jqpj	𭻱
jqpm	暣
jqpy	𱜈
jqq	𣅠
jqqj	𡵷
jqqm	𰖶
jqqp	晦氣
jqqq	晦气
jqrc	𮫢
jqs	昇
jqsh	昇華
jqsl	𬴙
jqso	昇
jqso	𣅮
jqss	晁
jqss	晀
jqss	𤱩
jqss	𪨱
jqsu	𣊲
jqtx	𭧮
jqu	畖
jqua	𬏃
jqus	𱛘
jqut	畖
jqv	屹
jqvb	易筋经
jqvi	屹
jqvi	㫓
jqvi	𤰢
jqvi	𪨣
jqvi	𭥡
jqvq	𭧞
jqvr	略知皮毛
jqvt	𣊜
jqw	岚
jqwa	岚
jqwn	𪽑
jqxa	𡼸
jqxa	𱜏
jqxd	暴风骤雨
jqxi	𰀷
jqxm	𠝉
jqxn	異乎尋常
jqye	𡼪
jqye	𱢩
jqys	𱛴
jr	昆
jra	嵥
jrac	𭥸
jraf	嵥
jrah	𣆯
jrah	𪨳
jrav	曻
jrav	𡶷
jrbd	昆剧
jrbe	𫶛
jrbt	最後通牒
jrc	巍
jrcv	崣
jrcv	𡹜
jrcw	巍
jrdd	暴風驟雨
jrde	𭗒
jrdh	𭥧
jrdk	𬱝
jrdk	𱂤
jrdm	𩒝
jrdm	𩓵
jrdm	𩔏
jrdm	𪩌
jrdw	曉風殘月
jrdw	曼徹斯特
jrdw	曼彻斯特
jrdx	暴風雪
jrdy	暴風雨
jre	𭥹
jrei	𡾴
jrei	𣌋
jrei	𱢴
jrel	昆仲
jrem	𪱔
jrex	量入爲出
jrf	嵐
jrf	𣈼
jrfe	𡽪
jrfg	明後天
jrfg	𰎾
jrfj	日復一日
jrfm	照猫画虎
jrfo	𤱝
jrfq	嶶
jrfs	嵐
jrfs	𡺤
jrfs	嵐
jrge	𭗓
jrgf	嵌入式
jrgp	毗連
jrgv	𪰡
jrgv	𰖌
jrha	崻
jrha	𤲵
jrhj	𪱂
jrhj	𬁑
jrhm	𫶚
jrho	岁末
jrhp	毗连
jrhr	日程表
jrht	𤱛
jri	㫐
jrj	𣆵
jrjq	巍峨
jrjs	昆山
jrjs	𡻅
jrjs	𭗃
jrjv	𭥲
jrjw	昆明
jrk	岁
jrk	𭥑
jrkk	昆蟲
jrks	岁
jrks	昆曲
jrkv	昆虫
jrl	嶮
jrls	嶮
jrls	𡽗
jrlu	𰟈
jrlv	㫥
jrlv	𡷂
jrm	刿
jrm	𪰌
jrmd	刿
jrmd	峲
jrmd	𡸉
jrmd	𣈛
jrmd	𣋽
jrmd	𭦏
jrmf	𭧜
jrmm	巓
jrmu	𡽜
jrn	晌
jrn	晑
jrnb	㟬
jrnb	𡻁
jrns	𣉃
jro	暀
jro	𭧘
jrog	暀
jrog	𰖿
jrog	𱛶
jror	题外话
jror	𭧯
jros	田徑賽
jros	田径赛
jros	嶋
jros	嶌
jros	𰎫
jrot	鴫
jrox	量入為出
jrox	量入为出
jrpc	岁数
jrpg	㠗
jrpg	𣋉
jrpj	𱜓
jrpo	𨓆
jrpr	毗鄰
jrq	嶷
jrqa	𫶣
jrqa	𭗯
jrqd	晌午
jrqd	时和年丰
jrqe	㠅
jrqf	𡽯
jrqj	時和年豐
jrqn	嶷
jrqn	㠜
jrqr	晲
jrqr	𡸢
jrqr	𡸣
jrqx	𣊗
jrr	毗
jrrc	𬪈
jrrc	𭻲
jrre	𡺓
jrre	𭯐
jrrf	𭻽
jrrh	𤳂
jrrh	𭦅
jrri	昆
jrri	毗
jrri	毘
jrri	𣅪
jrrk	𣆚
jrrk	𧔆
jrrk	𧖈
jrrk	𧖎
jrrk	𭖚
jrrm	𤳝
jrrq	𱠋
jrrr	鵾
jrrr	𡻣
jrru	𪽥
jrrw	𨿪
jrry	鹍
jrs	嶼
jrsd	嵙
jrsg	星移斗轉
jrsh	星移斗转
jrsj	岁暮
jrsj	𱜎
jrsm	昆布
jrso	𡹴
jrss	𭗌
jrst	嶼
jrst	㠘
jrt	嵷
jrtd	景德镇
jrte	𣈵
jrte	𭦺
jrtf	𣉹
jrtf	𬁊
jrti	显微镜
jrtn	嵷
jrtn	暰
jrtn	嵸
jrto	毗邻
jrtr	昆仑
jru	嶽
jruf	歇後語
jrur	嵊
jrur	題外話
jrur	𤳁
jrur	𪈡
jrus	嶽
jrus	㞥
jrus	𭗢
jrut	岁首
jruu	旦夕禍福
jruu	旦夕祸福
jruv	𡺘
jruv	𱢃
jrva	𫵿
jrvi	𡶟
jrvj	暗香疏影
jrvk	𱢋
jrvm	𡾫
jrvn	𭦶
jrwa	𡶯
jrwd	景德鎮
jrwd	𭐼
jrwe	𡼇
jrwg	𣇭
jrwi	顯微鏡
jrwj	日積月累
jrwj	日积月累
jrwk	日行千里
jrwk	㠟
jrwo	日行千裏
jrwp	昆腔
jrws	巍然
jrwt	𣋱
jrwu	昆騰
jrwu	昆腾
jrwu	𭗪
jrwv	岁月
jrwv	𰗆
jrx	翙
jrxa	嵂
jrxa	𱛼
jrxg	𣈧
jrxj	𭥦
jrxm	照猫畫虎
jrxu	翙
jryt	𰢼
js	山
jsaa	暴打
jsab	𭗕
jsad	山頂
jsad	山顶
jsak	山下
jsal	山歌
jsam	山东
jsav	𪰞
jsaw	㼷
jsax	晨报
jsay	山势
jsay	暴热
jsbd	山居
jsbf	晨練
jsbg	𣋒
jsbg	𫶙
jsbj	異己
jsbl	崖壁
jsbl	山壁
jsbm	異母
jsbm	𣅥
jsbo	𡶖
jsbo	𭗳
jsbu	𡵢
jsbu	𭺿
jsbv	暴發
jsby	山鸡
jsca	山民
jsca	暴民
jscb	暴怒
jscb	山姆
jscc	男盗女娼
jsce	男歡女愛
jsch	山陵
jscj	山陽
jscj	山阳
jsco	𡹰
jscs	𦣟
jsct	山陰
jsct	𤱥
jscu	𭧾
jscw	異姓
jscw	山阴
jscy	𬼮
jsd	畢
jsdb	暴起
jsdc	異邦
jsdc	晨霧
jsdc	𭻠
jsdd	𡾷
jsde	晚节不保
jsde	晨雾
jsde	㪤
jsdf	𡿛
jsdh	畢
jsdh	㞳
jsdh	𪰍
jsdi	山西
jsdj	日薄西山
jsdk	颛
jsdl	𪱉
jsdm	顓
jsdm	暴烈
jsdn	暴露
jsdn	畢露
jsdn	晨露
jsdp	𬩗
jsdp	𰻐
jsdr	鷝
jsdu	畏葸不前
jsdv	山石
jsdv	𥀕
jsdx	暴雪
jsdy	暴雨
jsdy	𰖣
jse	歂
jse	𣄾
jseb	暴亂
jsed	𡻹
jsee	異質
jsef	異彩
jsef	山岳
jsef	山体
jseg	𫶟
jsei	歂
jsei	𡷑
jsek	山泉
jsem	㟲
jsem	㟶
jser	異化
jser	山貨
jser	炭化
jser	山货
jses	亗
jsev	山雞
jsf	屿
jsf	山
jsfa	山村
jsfa	𪩙
jsfb	𪨺
jsfe	𣋸
jsff	山林
jsff	山楂
jsff	山麓
jsff	⼭
jsfg	暵
jsfg	曇花一現
jsfg	昙花一现
jsfg	𤳉
jsfi	屿
jsfi	山樑
jsfi	𱛇
jsfj	山東
jsfl	山頭
jsfl	岸頭
jsfm	異想
jsfm	嵽
jsfm	𡻺
jsfn	暴政
jsfn	𤲃
jsfp	𨓂
jsfp	𰖯
jsfr	暪
jsfs	異構
jsfs	𡹻
jsfu	異樣
jsfu	曣
jsfu	𣇪
jsfu	𦓞
jsfu	𭗬
jsfv	山根
jsfv	𣖃
jsfw	㬮
jsfw	𣌖
jsgb	嶏
jsgd	顓頊
jsgd	颛顼
jsgd	㬉
jsgd	𤲬
jsgh	嵌套
jsgl	山區
jsgs	𡿄
jsgs	𭗶
jsgw	山区
