a	把
pjmb	𭼡
pjmg	𥧤
pjmk	裸體
pjmn	褞
pjmn	瘟
pjnd	𤷒
pjnd	𥺛
pjng	间距
pjob	𥨢
pjoh	间谍
pjoh	𫌌
pjom	𫃏
pjom	𮇘
pjou	糧商
pjow	𣁌
pjpf	瘟病
pjpm	籼米
pjpm	𥼑
pjpm	𮵸
pjpq	瘟疫
pjpx	间断
pjqb	𤹾
pjqd	𤷒
pjqd	𥺛
pjqi	窗明几淨
pjqs	窗明几净
pjqv	𭔊
pjr	间
pjra	𪎗
pjrb	𤵖
pjrc	癡男怨女
pjrc	痴男怨女
pjri	䆞
pjri	𬁢
pjrj	窠臼
pjrm	𫂵
pjrm	𮇇
pjrr	裩
pjrr	窤
pjrr	䊐
pjrr	𮖘
pjrr	𰿲
pjrw	𪰎
pjrw	𬀫
pjrx	𡧼
pjry	衵
pjs	糞
pjsa	𡻤
pjsa	𫃘
pjsb	疝
pjsd	襅
pjsd	𤹝
pjsf	𱹩
pjsi	峦
pjsj	糧草
pjsj	𥦍
pjsk	離題萬里
pjsk	襮
pjsk	𣀲
pjsm	籼
pjsq	𥻜
pjsr	褍
pjsr	𥻁
pjsr	𰣵
pjst	𤺆
pjst	𧝀
pjsu	糧荒
pjsw	𡵡
pjta	𪎟
pjtb	𧛎
pjtd	𥦕
pjtf	糧倉
pjti	文山會海
pjti	文山会海
pjtm	畨
pjtm	𫂺
pjtn	𧚸
pjtn	𰿭
pjto	糧倉
pjts	𥽙
pjtt	𤸋
pjty	𲀩
pjug	糧庫
pjum	糧店
pjuo	𪹦
pjus	袒護
pjus	褐煤
pjut	糧道
pjvd	精明強幹
pjvh	精明强干
pjvk	𤶿
pjvs	𮋒
pjvu	𤻗
pjw	褐
pjwc	糞肥
pjwe	𧝽
pjwg	𧛟
pjwg	𭼪
pjwg	𱹏
pjwh	𭼶
pjwi	𥼂
pjwl	𤼒
pjwl	𧟃
pjwm	𬏾
pjws	𭼩
pjwt	裼
pjwt	痬
pjwt	𪎥
pjwt	𪎧
pjwt	𱱭
pjww	袒胸
pjww	䙖
pjwx	𤸎
pjwx	𥻉
pjwx	𰿴
pjwx	褐
pjwy	𭟢
pjx	褟
pjxb	𥦦
pjxp	𧟊
pjxu	阘
pjxu	𤹀
pjya	𲍻
pjyc	褐色
pjyf	间杂
pjyi	𤸛
pjyi	𥻏
pjys	糧食
pk	袖
pkak	裃
pkaq	𱱕
pkbf	蛮劲
pkbo	𤼞
pkbu	裡層
pkbu	痩
pkc	蛮
pkca	𢋙
pkcb	痋
pkce	𧉌
pkcm	𧊾
pkcn	闽
pkcw	蚉
pkcx	𧉴
pkcy	𧙽
pkda	𪎜
pkdk	闽南
pkdq	数见不鲜
pkdx	𥥗
pkey	𫋵
pkf	斕
pkfi	㾎
pkfl	裡頭
pkfl	痌
pkfl	粡
pkfl	䆚
pkfl	𧙥
pkfs	蛮横
pkfu	襴
pkfu	𥽭
pkfu	𬐁
pkfv	𤺛
pkgd	䘧
pkgd	𪎞
pkgd	𮇌
pkgi	裡面
pkgt	袖珍
pkgv	蛮夷
pkh	袡
pkhg	蛮干
pkht	袡
pkht	㾆
pkim	变电站
pkiq	裡海
pkj	闸
pkjb	𤵭
pkjm	𰪴
pkjp	穷则思变
pkjr	癎
pkjr	襇
pkjr	𥼴
pkjr	𧛆
pkjr	𭼖
pkjt	螤
pkjv	𥾁
pkjx	䆘
pkjy	䘥
pkk	瘿
pkkc	螡
pkkk	䘇
pkkk	𤼖
pkks	癩蛤蟆
pkks	癞蛤蟆
pklv	闸口
pkmb	㾥
pkmb	𥺱
pkmb	𰩒
pkml	闪电战
pkmm	𧝴
pkmo	𬖬
pknb	𤷱
pkob	㾄
pkod	病蟲害
pkod	病虫害
pkod	𤶉
pkoh	病蟲害
pkom	粙
pkor	𰣿
pkox	𥥉
pkox	𬔈
pkpa	𪎘
pkpe	闸阀
pkpi	糊里糊塗
pkpi	糊里糊涂
pkpn	闸门
pkpw	𤺖
pkql	𥺂
pkqp	𤵺
pkqp	𥹞
pkqp	𧙟
pkqq	𱥬
pkr	斔
pkrt	斔
pkru	衲
pks	裡
pksb	䊡
pksb	襊
pksb	𧜞
pksb	𭼡
pksd	窝里斗
pksd	𣂂
pkse	闽菜
pkse	粴
pkse	衻
pkse	㾖
pkse	𤴿
pkse	裡
pksj	粬
pksj	𬔍
pksk	𥺒
pksk	𧚗
pksm	𧛕
pksn	𬮛
pkso	𱱨
pkss	襛
pkss	癑
pkst	痶
pkst	𥦟
pkst	𪯦
pkst	𲀵
pksu	蛮荒
pksu	𥽈
pksu	𫌓
pksu	𱹛
pksy	𧘕
pkt	衲
pkte	𮤯
pktl	𥺂
pktm	𥦻
pktm	𬐺
pkto	裡邊
pktt	脔
pktw	𭚉
pkuh	数典忘祖
pkuj	𬏲
pkur	闸北
pkvb	㽷
pkvi	𰛪
pkvk	袖子
pkvk	裡子
pkvl	穿甲彈
pkvn	𲈵
pkvu	穿甲弹
pkvx	𥤼
pkw	癇
pkwl	𰣢
pkwr	㿕
pkwt	𥦴
pkwy	癇
pkwy	襉
pkwy	䊘
pkwy	𮇻
pkxk	蛮力
pkxm	𬖑
pkxn	𲈶
pkyb	𤸒
pkyi	𤺯
pkyi	𫃐
pkym	𥻑
pkyn	䦸
pkyr	㿕
pkyx	𥧆
pl	吝
plag	𮖹
plah	闹中取静
plan	精忠报国
plar	𫃇
plbu	癌變
plbu	𰇝
plbw	问难
plcb	𤶛
plcb	𲀲
plcf	𮟼
plcv	问好
pld	褸
pldb	问起
pldc	窶
pldc	瘻
plde	𤻺
pldj	问其
pldl	窝囊
pldl	𤹦
pldu	吝啬
pldu	闭口不言
pled	𱱮
plei	𤶺
plei	𥺏
plej	𥺐
plen	裎
plen	𤶲
plen	𥺆
plen	问候
plfe	空口无凭
plfi	𢌁
plfi	𲊦
plfk	空中樓閣
plfk	靡麗
plfk	靡丽
plfo	窝工
plfp	空中楼阁
plfr	𧜯
plfv	𢌑
plfv	𤶭
plfv	𥼠
plfv	𮇠
plfv	𰗷
plg	裎
plgb	𣁔
plgd	𡘯
plgn	𤶲
plgn	𥺆
plhe	问斩
plhi	问世
plhm	窜到
plhn	精忠報國
plht	吝嗇
pli	靡
plib	痱
plii	痛哭流涕
plij	𤺵
plim	𥺘
plix	问津
pliy	裶
pljf	问题
pljw	问明
plk	窝
plkb	𤶧
plkb	𮶲
plkd	𱌈
plkj	𥻍
plkk	阓
plkk	䙌
plkk	𰣶
plkm	䙡
plkm	㿉
plkm	𥼩
plkm	𪎯
plkp	𧞸
plkt	窝内
plkt	𬏮
pll	癌
plla	𮖸
plld	襌
plld	癉
plle	𧟓
pllf	襙
pllf	㿋
pllf	𥼾
pllg	𧟀
pllh	𥼐
pllj	𰣾
plll	窃听器
plll	𤸔
plll	𤼅
plll	𬮳
plln	窜
plln	𤶱
pllo	𮇿
plls	问号
plls	闹哄哄
pllv	闾
pllv	麿
pllv	㾔
pllv	𬔉
pllx	𱹎
plly	𭼢
plm	劘
plmb	䆬
plmb	𤸫
plmb	𥻱
plmb	𧜘
plmd	劘
plmd	𥥎
plml	问罪
plmx	问鼎
pln	衶
plna	𬖧
plne	问路
plns	衶
plns	䆔
plns	𪡍
plns	𰣣
ploc	问安
ploo	空口说白话
plor	问话
plot	𡫫
plov	问讯
plow	问询
plow	𡂯
plpa	𫬪
plpb	癌变
plpf	癌症
plpm	𥽑
plqa	䆛
plqa	𬏨
plqr	𱏨
plqr	𱱎
plqs	空口無憑
plqu	𥦫
plqw	𪽺
plqy	问答
plrf	𰈽
plri	𮇎
plri	𰈴
plrn	㾔
plrn	麿
plrn	𬔉
plrn	𥨈
plrn	𥺓
plru	窜入
plru	𠓬
plsb	粗中有細
plsd	𥦖
plsg	窝藏
plsv	粗中有细
plsv	问药
plt	疻
pltd	疻
pltd	𧙋
plte	𪎫
plti	𢒺
plti	𰐪
pltk	𥻢
pltu	𪎮
plu	爢
plub	癌變
plug	问卷
pluo	窝火
pluo	爢
pluo	㸏
pluo	𥼞
plut	问道
pluu	空口説白話
pluu	空口說白話
plv	问
plvf	窜红
plvi	𱒢
plvm	𬖏
plvo	问及
plvw	吝
plwa	初戰告捷
plwg	初中生
plwl	问句
plwl	癌肿
plwq	癌腫
plwy	裐
plwy	㾓
plwy	𥥾
plxg	䆗
plxg	𮖅
plxj	𮇍
plxk	𠡧
plxk	𤵱
plxm	𥦂
plxx	𫁘
plyi	问心
plyi	𥦗
plys	吝惜
pm	米
pman	补丁
pman	𡭜
pman	𮤭
pmaq	𫞭
pmas	𥨬
pmax	补报
pmbe	米線
pmbe	粗線
pmbe	𰶸
pmbh	粘結
pmbh	𪽮
pmbj	粗細
pmbm	粗紗
pmbm	𥺎
pmbo	米尺
pmbo	粗紡
pmbt	粗通
pmbw	㿚
pmbw	𧴻
pmbw	𥽺
pmbw	𧟌
pmbx	𤺿
pmbx	𥦎
pmcb	𤻽
pmce	粘附
pmcf	粗陋
pmcy	𱱚
pmd	刘
pmda	𠞥
pmdc	刘邦
pmde	米麪
pmdf	粗硬
pmdh	补票
pmdm	𫥾
pmds	䆽
pmds	𧝲
pmds	𬏺
pmdt	米麵
pmdx	补码
pmdy	𮕥
pmeb	补白
pmed	米價
pmef	粗体
pmeh	𥨇
pmeh	𧛓
pmei	补位
pmek	𱬽
pmen	补偿
pmen	补修
pmeo	粘住
pmer	补货
pmet	𥼟
pmet	粗俗
pmet	米价
pmf	窅
pmfa	𥉵
pmfb	㾇
pmfe	米爾
pmff	𥻸
pmfi	𰥠
pmfk	补救
pmfm	𱸷
pmfn	补正
pmfo	补校
pmfo	补述
pmfr	阛
pmfr	癏
pmfr	糫
pmfy	𮕲
pmga	䯢
pmgb	㾶
pmgd	粗大
pmgd	䆩
pmgd	𥽉
pmgd	𰪷
pmgg	𤼤
pmgh	穿小鞋
pmgi	米面
pmgn	阎罗王
pmgp	粘連
pmgy	𧜓
pmh	糬
pmhd	襗
pmhd	𤻂
pmhd	𥼶
pmhj	糬
pmhm	粗盐
pmhp	粘连
pmhs	补考
pmht	粘土
pmhu	刘禅
pmhv	䙓
pmhw	𤶏
pmhw	𲈺
pmi	粗
pmib	疽
pmib	门当户对
pmib	补漏
pmif	粗浅
pmig	粗淺
pmig	米酒
pmij	米湯
pmim	粗沙
pmio	粘液
pmio	补注
pmiq	刘海
pmis	粘滯
pmis	粘滿
pmis	粘滞
pmis	粘满
pmiv	米汤
pmix	𥥐
pmiy	袓
pmje	粗略
pmjj	瘦骨嶙峋
pmjm	㿖
pmjo	窧
pmjo	𤷘
pmjr	𱡣
pmjs	粗暴
pmju	窮則思變
pmjx	𤺿
pmjy	𤻱
pmjy	𥽜
pmk	瘝
pmkc	米虫
pmkk	米蟲
pmkk	𱡡
pmkm	补贴
pmkm	粘贴
pmks	粗野
pmkv	瘝
pmkv	𤸄
pmkv	瘝
pml	粘
pmla	粗哑
pmld	粗鄙
pmlf	粗啞
pmlf	𬖭
pmli	䊫
pmlj	𬖷
pmlk	𭲲
pmll	补品
pmlm	麻雀雖小
pmlm	麻雀虽小
pmlm	𬗀
pmlo	𭟀
pmlv	粗口
pmlv	痁
pmlv	袩
pmlv	𫃔
pmlv	𱱡
pmma	𭼹
pmmb	𤸘
pmmb	𬏽
pmmb	𬡥
pmmb	𱷜
pmmc	癭
pmmc	䙬
pmmd	𰣷
pmmg	㿙
pmmi	𤹡
pmmk	粗體
pmmm	粘貼
pmmm	𣁪
pmmm	𤼟
pmmm	⽶
pmmq	粗劣
pmmq	𥻠
pmms	𰴊
pmmw	癯
pmmw	𭼻
pmmx	补助
pmna	𥂓
pmna	𮄑
pmnb	补肾
pmnu	𤺞
pmnu	𧝔
pmnv	补足
pmnx	𥥊
pmo	补
pmob	粗實
pmob	𤴩
pmod	粗读
pmoe	粗放
pmog	𲀪
pmoj	补课
pmol	粗豪
pmol	闭目塞听
pmor	粗话
pmos	粗实
pmot	补交
pmov	粗率
pmov	补充
pmpi	米粒
pmpj	粗糧
pmpm	粗粗
pmpo	粗粮
pmpq	瘧疾
pmpt	米粉
pmpt	补齐
pmpu	补阙
pmpv	𬖼
pmpw	粗糙
pmqa	𤹣
pmqf	粗笨
pmqf	粗短
pmqg	粗重
pmqj	粗鲁
pmqk	𤹊
pmqm	补血
pmqm	㾪
pmqo	𱹆
pmqp	粗氣
pmqp	粆
pmqp	𤵌
pmqp	𧘡
pmqp	𫐽
pmqp	𮤰
pmqq	粗气
pmqx	𬏩
pmre	米饭
pmri	𤶨
pmrk	𬡠
pmrp	𥽆
pmru	粗獷
pmru	粗犷
pmrw	粘稠
pms	阒
pmsj	帘幕
pmsk	米黄
pmsm	粗布
pmsm	帘布
pmsn	瘝
pmsq	粗鹽
pmss	米黃
pmsv	补药
pmtd	𤷢
pmtf	米倉
pmti	𤹼
pmti	𧜺
pmtj	粗魯
pmtm	粗看
pmtn	𤻋
pmto	米倉
pmtq	𤺝
pmtv	米仓
pmua	粗言
pmua	闪光灯
pmub	容光煥發
pmub	𤷡
pmug	补养
pmuh	粗讀
pmuh	粗壮
pmuh	闭目养神
pmum	数罪并罚
pmur	粗話
pmus	粘度
pmut	补益
pmuu	𭼮
pmux	容光焕发
pmuy	裭
pmv	襬
pmvb	补缀
pmve	断点续传
pmvf	米线
pmvf	粗线
pmvg	𤵶
pmvh	粘结
pmvi	帟
pmvi	𱶹
pmvj	粗细
pmvl	𬏝
pmvm	粗纱
pmvn	窮光蛋
pmvn	粗疏
pmvn	穷光蛋
pmvo	粗纺
pmvp	米粥
pmvu	闪光弹
pmvu	𧟍
pmvw	𭤔
pmvw	𱡢
pmvx	帘
pmvy	补给
pmvy	䘜
pmw	痟
pmwa	初战告捷
pmwb	补缺
pmwg	𤻵
pmwg	𧞩
pmwi	𭼲
pmwk	襡
pmwo	粘胶
pmwo	𥧻
pmws	粘膜
pmwx	粘膠
pmwy	痟
pmwy	䘯
pmwy	𥹶
pmx	瘧
pmxb	补发
pmxb	𤶻
pmxf	𧝔
pmxf	𤺞
pmxh	粗壯
pmxk	𠡖
pmxk	𰳾
pmxm	粯
pmxt	补办
pmxu	补习
pmxu	𧝁
pmxw	斍
pmxw	𣁐
pmxx	裆
pmxx	𥦀
pmxx	𥹥
pmyc	米色
pmye	米飯
pmye	粘合
pmyi	粗心
pmym	米尔
pmym	𮖼
pmys	米飯
pmyw	粘性
pn	窩
pna	瘑
pnaa	𪎩
pnab	瘑
pnac	门把
pnak	门下
pnaq	𰪶
pnau	门联
pnaw	𣁘
pnba	门对
pnbh	粉墨登場
pnbh	粉墨登场
pnbh	𮖃
pnbu	𥹉
pnbu	𧙊
pnbu	𫌋
pnci	䙟
pncm	粣
pnct	穿鑿附會
pnct	穿凿附会
pncv	门限
pncw	𫿯
pnd	痼
pndg	𧛂
pndg	𬖢
pndh	门票
pndi	𥥼
pndi	𥥼
pndl	窩囊
pndm	𤻀
pnds	𤹁
pneb	𬏼
pneb	𮮍
pnef	门后
pneh	𤺲
pnem	𥼯
pnen	𮤸
pner	產業化
pnew	𪐰
pnf	阃
pnfb	门楣
pnfb	𥧞
pnff	门禁
pnfg	门框
pnfi	𥹣
pnfi	𥹤
pnfn	门槛
pnfo	窩工
pnfo	门柱
pnfp	门楼
pnft	门栓
pnfv	裍
pnfv	𭼐
pnfv	𲎔
png	糰
pnga	糰
pngd	裀
pngd	𤶑
pngd	𫂾
pngf	门球
pngi	门面
pngk	门规
pngy	𤹕
pnhd	门墙
pnhk	瘟神
pnhk	门神
pnho	门墩
pnht	癦
pnht	糛
pnht	𥽞
pnht	𬡶
pnht	𰴇
pnht	𰿺
pnhy	门牙
pnib	𤵁
pnie	窮困潦倒
pnie	门户
pnie	穷困潦倒
pnie	门派
pnie	𱤿
pnik	门洞
pnio	门房
pniy	𧘲
pnj	襠
pnjr	𫂻
pnjt	𥼽
pnka	𥧀
pnkr	窩內
pnks	门上
pnks	门里
pnkt	窩内
pnkt	门内
pnlf	𤹄
pnlk	𱹕
pnll	变频器
pnlr	𱶣
pnls	门号
pnls	𮖾
pnlv	门口
pnlv	痐
pnma	㾟
pnma	𥹴
pnmn	𤼎
pnmv	𤹰
pnmv	𮖫
pnn	门
pnne	门路
pnne	𥽻
pnnn	𤺙
pnnn	𧚺
pnnn	⻔
pnnt	门齿
pnoe	门额
pnoh	阅览室
pnom	门市
pnot	门诊
pnpd	亦步亦趨
pnpd	亦步亦趋
pnpd	䆼
pnpd	䙤
pnpd	𤻌
pnpd	𫃓
pnpe	门阀
pnpf	空對空
pnpf	瘟病
pnpg	门类
pnpm	门帘
pnpq	痼疾
pnpq	瘟疫
pnpr	门窗
pnq	褴
pnqa	𬮷
pnqi	𤶅
pnqm	𬖮
pnqm	𱱞
pnqr	门儿
pnqr	𥹊
pnqr	𪯣
pnqr	𮕳
pnqv	门第
pnqw	穿堂风
pnr	疵
pnrb	门径
pnrd	门徒
pnrf	穿堂風
pnrf	㾹
pnrh	𧛃
pnri	䘣
pnrk	𱸽
pnrm	门外
pnrs	㾚
pnru	𤺒
pnsa	门厅
pnsb	𤷛
pnsg	窩藏
pnsm	䊑
pnsn	𰿥
pnsq	𧞾
pntm	瘟
pntm	褞
pntm	瘟
pntm	门锁
pntt	门铃
pntw	门牌
pnu	襆
pnua	襨
pnua	𤻫
pnub	𫌘
pnud	𧞑
pnue	门庭
pnug	襆
pnug	𥼜
pnum	门店
pnuo	窩火
pnur	门将
pnut	门道
pnut	𧝉
pnut	𮖷
pnuw	门前
pnva	𨄬
pnvb	𪽰
pnve	门缝
pnvi	𨀶
pnvk	门子
pnvm	𮇟
pnvy	𧚖
pnwg	门生
pnwt	门脸
pnwy	褃
pnwy	𥺾
pnxf	门卫
pnxp	门边
pnyl	文過飾非
po	粹
poab	𧜮
poal	闹事
poan	䘢
poan	𥹍
poan	𰣩
pob	痯
pobb	痯
pobb	䘾
pobd	闹剧
pobp	𨘃
pobt	複寫紙
pocn	𫃀
pocn	𬏪
podh	粮票
podi	𬏟
podl	𧜅
podm	穿衣戴帽
pods	糘
pody	𤼂
pody	𰴉
poeh	𭼕
poei	𤸺
poej	𥼍
poel	𥻞
poel	𥽴
poeo	䘸
poer	複雜化
poes	𧚕
poet	粮价
poet	𰫉
pofa	𱱔
pofe	粮棉
pofh	𥹳
pofh	𧚁
pofl	𤻬
pofl	𧛪
pofn	䘺
pofn	𬖣
pofs	魔高一丈
poft	𢋲
pofv	䊉
pog	疰
pogm	𮇉
pogn	𨸂
pogn	𮇐
pogx	𫁊
pogy	疲於奔命
pogy	𫋳
poh	粽
pohk	𮶳
pohl	𧜅
pohy	𤼂
pohy	𰴉
poi	阂
poib	痎
poik	粮油
poim	粮站
poin	齐家治国
poiy	𮖀
pojn	𰫒
pojp	痛定思痛
pojr	𤶓
pojt	粮田
pokv	𰳶
pola	𤸥
pole	𧜰
pole	𧝋
pole	𰫑
pole	𱱤
polj	𰴃
poll	㾸
poll	𤹜
poll	𪯪
poll	𬖰
polm	𤷦
polm	𮇪
polq	𧚢
polq	𮖞
polr	𤹜
polr	䙑
polr	𤸖
polr	𤸬
polr	𥽬
polr	𧟄
pols	闹哄
pom	闹
pomi	𥺥
pomm	𫔹
pomr	𧞷
pon	襢
ponb	䘾
ponb	痯
pond	窩裏鬥
pone	𫿝
ponf	襢
ponf	𤺺
ponf	𥼷
ponh	癝
ponl	𫃅
ponm	𩕤
ponp	𨘃
ponr	癛
ponv	精诚团结
poom	闹市
poou	粮商
poox	𥻮
popj	问寒问暖
poq	闶
poqa	𤵾
poqc	𧛖
poqh	𰿶
poqj	粇
poqj	𧙇
poqm	瘀血
poqn	𧜽
poqp	闹翻
poqq	瘯
poqr	𧙇
poqs	𤷿
poqs	𧛗
por	袉
pori	袉
pori	㾃
pori	𥹈
porj	闹得
porr	𧝘
pors	𧛅
porv	䘼
porv	𤷧
porv	𥺹
pory	𥥴
pory	𧙜
pory	𧙿
posc	𱱛
posd	𧟑
posj	粮草
posj	䙋
posj	𤸧
posn	䙭
posr	𧞼
posu	粮荒
posv	𧝱
pot	窣
potd	瘁
potd	䘹
potd	𥥀
potd	𰳱
potl	闹钟
potr	䙛
pots	瘀
pots	阏
potv	粮仓
potw	窔
potw	䘨
potw	𤶀
potw	𥹜
pou	褅
poub	𤸃
poud	䊞
poud	䙗
poud	𤹞
poud	𥧮
pouh	粮库
poul	𤹟
poul	𧝐
poum	粮店
poum	褅
poum	𮇱
pouo	𤹔
pouo	𥻭
pouo	𮖧
pous	癠
pous	𧞓
pous	𰫕
pout	粮道
pouv	糖衣炮彈
pouv	糖衣炮弹
pov	粮
povd	𥼁
povd	𧜠
povh	𧛥
povj	䙒
povk	粽子
povn	阆
povn	斏
povn	㾗
povn	䆡
povn	𧚅
povn	𩱙
povo	痃
povo	袨
povq	裗
povq	䘪
povq	𥹷
povq	𪎣
povq	裗
povw	癕
povw	䘻
povw	𥺞
povw	𧝸
powd	磨穿鐵硯
powh	𥽕
powh	𧞍
powu	闹鬼
powu	闹腾
powy	窮寇勿追
powy	穷寇勿追
poxb	㾕
poxc	㾿
poxc	𥧫
poxc	𧜛
poxm	𮇞
poxo	𰣦
poxo	𰿫
poxw	𬡨
poxx	闹出
poya	𤻝
poyi	闹心
poyj	𬖵
poyr	粮农
poys	粮食
poyw	複雜性
pp	迷
ppak	这下
ppam	𫃎
ppao	𫔳
ppar	这批
ppbd	𲉀
ppbu	迷戀
ppbv	迷局
ppc	褛
ppcc	空空如也
ppcc	迷姦
ppcg	迷陣
ppch	迷阵
ppch	迷奸
ppcn	瘘
ppcn	窭
ppd	这
ppdc	迷霧
ppde	迷雾
ppdh	𥽨
ppdi	迹
ppdm	𩔢
ppdm	𩔬
ppdr	空穴來風
ppdt	恋恋不舍
ppdt	闷闷不乐
ppdy	癡迷不悟
ppdy	痴迷不悟
ppeb	迷亂
ppef	迷彩
ppef	这条
ppef	这段
ppeh	迷倒
ppei	这位
ppeo	迷住
ppeu	迷信
ppew	这件
ppew	闭门觅句
ppey	迷你
ppf	斓
ppfd	这项
ppff	迷梦
ppfg	这天
ppfo	㾤
ppfo	𧚬
ppfo	𮤶
ppfq	空穴来风
ppfs	𮖌
ppfu	襕
ppfu	这样
ppfu	𬖺
ppfv	痫
ppgd	𲀺
ppgi	麻痹大意
ppgi	麻痺大意
ppgl	迷惑
ppgo	迷醉
pphd	迷城
ppht	𰫁
ppht	𮰬
pphv	𤹒
pphy	𰿶
ppic	窈窕淑女
ppii	𠅯
ppij	迷漫
ppik	迷漫
ppim	瘡痍滿目
ppim	疮痍满目
ppim	𬖛
ppin	𫔱
ppis	迷濛
ppix	迷津
ppiy	𧙡
ppj	裥
ppja	这时
ppja	闭门思过
ppjf	这是
ppjr	𰣯
ppjt	𰣘
ppkc	𬡯
ppks	迷上
ppks	这里
ppli	䊳
pplv	𤶾
pplv	𬹏
ppm	糜
ppmb	䝺
ppmi	𱹃
ppml	这点
ppmm	𥹫
ppmw	㪰
ppnb	𱱊
ppne	迷路
ppnl	这回
ppnn	磨磨蹭蹭
ppnr	这些
ppod	这家
ppol	迷宮
ppol	迷宫
ppol	这就
ppoo	闭门谢客
pppd	迷糊
pppg	这类
pppi	靡靡之音
pppm	𥼬
pppm	𥽰
pppp	迷迷糊糊
pppw	𣁕
pppx	迷離
pppx	迷离
pppy	迷恋
ppqg	迷失
ppqo	迷航
ppqq	这般
ppqr	这儿
ppqr	这笔
ppqv	这么
ppqv	𥽓
ppra	𥼭
ppra	𱱥
pprg	迷狂
pprl	这种
ppro	窃窃私语
pprr	裡裡外外
ppru	竊竊私語
pprx	迷乱
pps	窲
ppsd	这厮
ppsd	窲
ppse	迷藥
ppse	这次
ppsg	迷藏
ppsg	这头
ppsi	迷茫
ppsm	迷夢
ppsq	𤷿
ppsq	𧛗
ppsv	迷魂
ppsv	迷药
ppsy	迷蒙
pptd	磨穿铁砚
pptd	𰣬
pptd	𱹁
ppte	迷人
pptf	迷途
pptl	褣
pptn	这个
ppts	这会
pptu	𰣽
ppua	𮘝
ppub	迷戀
ppuh	闭门羹
ppuk	糜爛
ppuu	糜烂
ppuu	闪闪烁烁
ppva	弯弯绕
ppvo	𥽓
ppvo	𥻾
ppvp	𭼤
ppvv	迷幻
ppvv	断断续续
ppw	闵
ppwb	𤵒
ppwd	磨穿鐵硯
ppwd	𥽅
ppwh	闭门造车
ppwm	𥸹
ppww	𪯢
ppwy	𥺪
ppx	袕
ppxi	精疲力竭
ppxi	𥺇
ppxk	𪽱
ppxm	闪闪发光
ppxp	这边
ppxq	这群
ppxt	𨕜
ppxv	褵
ppxv	𥻿
ppxw	䙰
ppxy	袕
ppyi	𤸽
ppyi	𬖟
ppyk	迷惘
ppyl	迹象
ppyp	闻之色变
ppyy	痛痛快快
pq	麽
pqab	竊取
pqag	竊聽
pqag	𧚄
pqai	籷
pqai	𤴱
pqai	𥤭
pqai	𧘐
pqao	𰪹
pqb	痗
pqbe	複線
pqbe	𥼖
pqbe	𰴈
pqbm	痗
pqbm	䊈
pqbm	𧚀
pqbs	𧚃
pqbs	𬮩
pqbu	𧘺
pqc	袘
pqcc	複選
pqcf	𤷸
pqcj	亦复如是
pqcw	複姓
pqcw	𪯠
pqcy	袘
pqcy	粚
pqcy	𤵚
pqdc	疾馳
pqde	複覈
pqdf	𧟖
pqdi	𤵍
pqdk	疾走
pqdl	疾駛
pqdm	𥽪
pqdm	𧞶
pqdm	𮨔
pqdv	断简残编
pqdw	闻风丧胆
pqeo	𧜕
pqex	癤
pqfb	𤷺
pqff	複本
pqfj	複查
pqfk	𧚎
pqfl	疾速
pqfm	䊃
pqfm	𧙱
pqfn	𥥲
pqfo	複述
pqfo	複核
pqfp	𤸕
pqfr	複檢
pqft	空無一人
pqfu	𧜬
pqfv	𬡖
pqfx	𧘧
pqg	袟
pqgd	疾奔
pqgd	𧛒
pqgf	瘇
pqgf	褈
pqgf	𥻝
pqgl	疫區
pqgo	痴醉
pqgu	袟
pqgu	𥥌
pqgu	𰪵
pqgu	𲀫
pqgw	竊奪
pqgw	疫区
pqgx	𬡬
pqgx	𰫍
pqh	疫
pqha	𮖴
pqhc	之乎者也
pqhl	竊喜
pqhq	𥨼
pqht	𥩁
pqhy	𧘣
pqi	疾
pqih	门儿清
pqii	𥼕
pqj	複
pqja	𪎑
pqjb	𤴪
pqje	𤸑
pqje	𥦸
pqjm	籶
pqjm	𥨫
pqjw	窮年累月
pqjw	穷年累月
pqjx	𥤤
pqjy	䘛
pqkc	𧎿
pqkj	𫌙
pqkk	𲀹
pqkw	𧟉
pql	痴
pqld	複數
pqle	𤹫
pqlf	痴呆
pqlo	𱶾
pqlq	疾呼
pqm	窄
pqma	𤵜
pqma	窄小
pqma	袮
pqmd	𥦧
pqmf	窄幅
pqmg	竊賊
pqmg	𨢛
pqmh	𱷑
pqmn	裇
pqmn	䆝
pqmo	痄
pqmo	𥹁
pqmo	𧙓
pqmp	𨕠
pqms	𥼟
pqmv	𮕶
pqmx	𥨖
pqna	𪎒
pqna	𪎒
pqnm	疾步
pqnm	𱸴
pqnx	䘰
pqob	𤻥
pqoc	竊案
pqof	痛失良機
pqof	痛失良机
pqoq	複審
pqor	複寫
pqos	複賽
pqot	複雜
pqox	𥥳
pqp	竊
pqpd	疯癫
pqpd	𨕾
pqpe	窆
pqpe	疺
pqpf	疾病
pqpj	襎
pqpj	䆺
pqpj	䊩
pqpj	𤺏
pqpj	𬡱
pqpm	𥧔
pqpm	𧜃
pqpm	𱹗
pqpp	痴迷
pqps	疙瘩
pqpv	𥽊
pqpw	疯魔
pqpy	窸
pqpy	䊝
pqq	窳
pqqb	𤴸
pqqe	竊笑
pqqf	𤻧
pqqh	瘢
pqqj	𤵎
pqqj	𥸱
pqqm	𥸽
