char,division,code,region
𤁢,氵小隹戈,IMWG,CJK-B
𤁣,氵罒厶匕,IMVR,CJK-B
𤁤,氵艹一欠,ISFE,CJK-B
𤁥,氵夫夫車,IGGG,CJK-B
𤁦,氵丷彐瓦,IUXA,CJK-B
𤁧,氵齒,IMc,CJK-B
𤁨,氵目臼又,IMRB,CJK-B
𤁩,氵斤斤貝,IEEM,CJK-B
𤁪,氵舌石貝,IRDM,CJK-B
𤁫,氵八厶貝,ITVM,CJK-B
𤁬,氵艹向心,ISRY,CJK-B
𤁭,氵戈口用,IGLT,CJK-B
𤁮,氵艹匚口,ISGL,CJK-B
𤁯,氵巛囗{鼠下},IVNB,CJK-B
𤁰,氵矢口亍,IQLA,CJK-B
𤁱,氵艹月示,ISWH,CJK-B
𤁲,氵彳亠夂,IROE,CJK-B
𤁳,氵雨言,IDUv,CJK-B
𤁴,氵虎豕刂,IMDM,CJK-B
𤁵,氵門口向,IKLR,CJK-B
𤁶,氵人丨乂,ITMW,CJK-B
𤁷,氵亠丷辶,IOUP,CJK-B
𤁸,氵艹羽彡,ISXT,CJK-B
𤁹,氵門土八,IKHT,CJK-B
𤁺,氵亻人工,IETF,CJK-B
𤁻,氵自穴方,ITPO,CJK-B
𤁼,氵匕矢米,IRQP,CJK-B
𤁽,氵火火目,IUUM,CJK-B
𤁾,氵米石貝,IPDM,CJK-B
𤁿,氵彐土月,IXHW,CJK-B
𤂀,氵艹一大,ISFG,CJK-B
𤂁,氵糸士牛,IBHW,CJK-B
𤂂,氵言月口,IUWL,CJK-B
𤂃,氵自人一,ITTF,CJK-B
𤂄,氵目爿刂,IMXM,CJK-B
𤂅,氵龶月寸,IHWA,CJK-B
𤂆,氵爪子虎,IEBM,CJK-B
𤂇,氵丷幺子,IUCB,CJK-B
𤂈,氵鹵木,IKFv,CJK-B
𤂉,氵木艹入,IFSR,CJK-B
𤂊,氵乚又斤,IXBE,CJK-B
𤂋,氵艹巛木,ISVF,CJK-B
𤂌,氵士口貝,IHLM,CJK-B
𤂍,氵艹車辶,ISGP,CJK-B
𤂎,氵尸水人,IBKT,CJK-B
𤂏,氵尸又灬,IBBU,CJK-B
𤂐,氵臣又貝,ISBM,CJK-B
𤂑,氵木木辰,IFFS,CJK-B
𤂒,氵水艹乂,IKSW,CJK-B
𤂓,氵虎八貝,IMTM,CJK-B
𤂔,氵上小貝,IKMM,CJK-B
𤂕,氵門氵兀,IKIH,CJK-B
𤂖,氵日亠彡,IJOT,CJK-B
𤂗,氵鬥亠巾,INOM,CJK-B
𤂘,氵艹戊臣,ISDS,CJK-B
𤂙,氵艹艹入,ISSR,CJK-B
𤂚,氵豸臼儿,IYRQ,CJK-B
𤂛,氵亻丨夫,IEMG,CJK-B
𤂜,氵瓜瓜瓜,IQQQ,CJK-B
𤂝,氵丅冂水,IAKK,CJK-B
𤂞,尸火日水,BUJK,CJK-B
𤂟,臣竹一水,SQFK,CJK-B
𤂠,氵土厶厶,IHVV,CJK-B
𤂡,氵艹夫厶,ISGV,CJK-B
𤂢,氵丌丷匕,IAUR,CJK-B
𤂣,氵艹彐八,ISXT,CJK-B
𤂤,氵大牛牛,IGWW,CJK-B
𤂥,氵矢口丂,IQLS,CJK-B
𤂦,氵丷日隹,IUJW,CJK-B
𤂧,氵艹夂辶,ISEP,CJK-B
𤂨,氵木艹大,IFSG,CJK-B
𤂩,氵牛儿日,IWQJ,CJK-B
𤂪,氵雨辰,IDSn,CJK-B
𤂫,氵口十貝,ILDM,CJK-B
𤂬,氵石石石,IDDD,CJK-B
𤂭,氵酉亠十,IGOD,CJK-B
𤂮,氵厂亻鳥,ISER,CJK-B
𤂯,氵匚儿貝,IGQM,CJK-B
𤂰,氵匕禾水,IRRK,CJK-B
𤂱,氵禾月水,IRWK,CJK-B
𤂲,氵犭艹八,IRST,CJK-B
𤂳,氵竹目厶,IQMV,CJK-B
𤂴,氵虎屮戈,IMXG,CJK-B
𤂵,氵月丷糸,IWUB,CJK-B
𤂶,氵門隹,IKWi,CJK-B
𤂷,氵門方二,IKOS,CJK-B
𤂸,氵亠口干,IOLH,CJK-B
𤂹,氵艹西早,ISDJ,CJK-B
𤂺,氵臣竹見,ISQM,CJK-B
𤂻,氵予冖豕,ICYD,CJK-B
𤂼,自宀豕水,TODK,CJK-B
𤂽,氵日糸糸,IJBB,CJK-B
𤂾,氵大止小,IGNM,CJK-B
𤂿,氵巳巳辶,IXXP,CJK-B
𤃀,氵士示水,IHHK,CJK-B
𤃁,氵一糸土,IFBH,CJK-B
𤃂,氵艹彐寸,ISXA,CJK-B
𤃃,氵方丿田,IOQJ,CJK-B
𤃄,刀厂火水,BSUK,CJK-B
𤃅,氵日雨厶,IJDV,CJK-B
𤃆,氵宀罒𧘇,IOMW,CJK-B
𤃇,氵艹一灬,ISFU,CJK-B
𤃈,氵十口𧘇,IDLW,CJK-B
𤃉,氵厂禾心,ISRY,CJK-B
𤃊,氵〢丷十,INUD,CJK-B
𤃋,氵土土貝,IHHM,CJK-B
𤃌,氵一口貝,IFLM,CJK-B
𤃍,氵雨非,IDLi,CJK-B
𤃎,氵尸口土,IBLH,CJK-B
𤃏,氵木口石,IFLD,CJK-B
𤃐,氵艹一田,ISFJ,CJK-B
𤃑,氵日子貝,IJBM,CJK-B
𤃒,氵虎匕目,IMRM,CJK-B
𤃓,氵艹止止,ISNN,CJK-B
𤃔,氵虎夂目,IMEM,CJK-B
𤃕,氵士丿又,IHQB,CJK-B
𤃖,氵大丷魚,IGUT,CJK-B
𤃗,氵臼水皿,IRKM,CJK-B
𤃘,氵臼人貝,IRTM,CJK-B
𤃙,氵亻〢十,IEND,CJK-B
𤃚,氵夕宀人,IROT,CJK-B
𤃛,氵西示瓜,IDHQ,CJK-B
𤃜,氵大丷辶,IGUP,CJK-B
𤃝,氵厂禾日,ISRJ,CJK-B
𤃞,氵日艹入,IJSR,CJK-B
𤃟,氵亠纟土,IOVH,CJK-B
𤃠,氵食爪女,IYEC,CJK-B
𤃡,氵匕禾貝,IRRM,CJK-B
𤃢,氵广亠禾,IUOR,CJK-B
𤃣,氵豕石貝,IDDM,CJK-B
𤃤,氵土土辶,IHHP,CJK-B
𤃥,氵艹又丷,ISBU,CJK-B
𤃦,氵艹門日,ISKJ,CJK-B
𤃧,氵扌土辶,IAHP,CJK-B
𤃨,氵火火面,IUUG,CJK-B
𤃩,氵雨口口,IDLL,CJK-B
𤃪,氵虎一戈,IMFG,CJK-B
𤃫,氵艹罒匕,ISMR,CJK-B
𤃬,氵十早八,IDJT,CJK-B
𤃭,氵罒隹灬,IMWU,CJK-B
𤃮,氵卯一斤,ITFE,CJK-B
𤃯,氵鹵舟,IKQo,CJK-B
𤃰,氵麻糸,IPBv,CJK-B
𤃱,氵鹿米,IIPm,CJK-B
𤃲,氵土丷糸,IHUB,CJK-B
𤃳,氵方竹田,IOQJ,CJK-B
𤃴,氵艹止小,ISNM,CJK-B
𤃵,氵日艹言,IJSU,CJK-B
𤃶,氵石又丷,IDBU,CJK-B
𤃷,氵門立日,IKIJ,CJK-B
𤃸,氵雨革,IDGe,CJK-B
𤃹,氵厂禾石,ISRD,CJK-B
𤃺,氵木木田,IFFJ,CJK-B
𤃻,刀田田水,BJJK,CJK-B
𤃼,氵戊臣人,IDST,CJK-B
𤃽,氵魚𠂇月,ITSW,CJK-B
𤃾,氵竹艮皿,IQVM,CJK-B
𤃿,氵艹罒戈,ISMG,CJK-B
𤄀,氵艹犭又,ISRB,CJK-B
𤄁,氵土丷虫,IHUK,CJK-B
𤄂,氵丷土夫,IUHG,CJK-B
𤄃,氵門氵舌,IKIR,CJK-B
𤄄,氵木九鳥,IFYR,CJK-B
𤄅,氵言爪臼,IUER,CJK-B
𤄆,氵厂艹力,ISSX,CJK-B
𤄇,氵門亠巾,IKOM,CJK-B
𤄈,臣竹口水,SQLK,CJK-B
𤄉,氵丌匚刂,IAGM,CJK-B
𤄊,氵厂黑土,ISNH,CJK-B
𤄋,氵糸向心,IBRY,CJK-B
𤄌,扌斤氵火,AEIU,CJK-B
𤄍,氵酉卯田,IGTJ,CJK-B
𤄎,氵鬥臼儿,INRQ,CJK-B
𤄏,氵魚丿糸,ITQB,CJK-B
𤄐,氵雨卯田,IDTJ,CJK-B
𤄑,氵竹目攴,IQMK,CJK-B
𤄒,氵竹門月,IQKW,CJK-B
𤄓,氵艹耳二,ISAS,CJK-B
𤄔,氵山小戈,IJMG,CJK-B
𤄕,氵方臼八,IORT,CJK-B
𤄖,氵亠人隹,IOTW,CJK-B
𤄗,氵日屮米,IJXP,CJK-B
𤄘,氵穴目夂,IPME,CJK-B
𤄙,氵竹彐爿,IQXX,CJK-B
𤄚,氵臼向火,IRRU,CJK-B
𤄛,氵鬼隹,IWWi,CJK-B
𤄜,氵米丿田,IPQJ,CJK-B
𤄝,氵冂艹厶,IKSV,CJK-B
𤄞,氵亡罒凡,IUMQ,CJK-B
𤄟,氵鹿八口,IITL,CJK-B
𤄠,氵艹宀貝,ISOM,CJK-B
𤄡,氵門冖电,IKYK,CJK-B
𤄢,氵罒土辶,IMHP,CJK-B
𤄣,氵魚丿戈,ITQG,CJK-B
𤄤,氵丿米八,IQPT,CJK-B
𤄥,水日日灬,KJJU,CJK-B
𤄦,氵虎口心,IMLY,CJK-B
𤄧,氵貝月言,IMWU,CJK-B
𤄨,氵冂乂刂,IKWM,CJK-B
𤄩,氵冂乂灬,IKWU,CJK-B
𤄪,氵丿米丨,IQPM,CJK-B
𤄫,氵方竹田,IOQJ,CJK-B
𤄬,氵爪幺隹,IECW,CJK-B
𤄭,氵日一貝,IJFM,CJK-B
𤄮,氵土土夕,IHHR,CJK-B
𤄯,立电氵月,IKIW,CJK-B
𤄰,氵立丿貝,IIQM,CJK-B
𤄱,氵金十八,IRDT,CJK-B
𤄲,氵言革二,IUGS,CJK-B
𤄳,牛儿牛水,WQWK,CJK-B
𤄴,氵夫冂貝,IGKM,CJK-B
𤄵,氵夫夫丨,IGGM,CJK-B
𤄶,氵艹白木,ISEF,CJK-B
𤄷,氵罒糸隹,IMBW,CJK-B
𤄸,氵彐上火,IXKU,CJK-B
𤄹,氵米犬貝,IPSM,CJK-B
𤄺,氵自穴辶,ITPP,CJK-B
𤄻,氵臼向巳,IRRX,CJK-B
𤄼,氵彐土火,IXHU,CJK-B
𤄽,氵爾王丶,IFGO,CJK-B
𤄾,氵丷土大,IUHG,CJK-B
𤄿,氵木白木,IFEF,CJK-B
𤅀,氵亡羊,IUUg,CJK-B
𤅁,氵臼白辰,IRES,CJK-B
𤅂,氵犭木貝,IRFM,CJK-B
𤅃,氵竹立八,IQIT,CJK-B
𤅄,氵竹广八,IQUT,CJK-B
𤅅,氵大艹木,IGSF,CJK-B
𤅆,氵白大貝,IEGM,CJK-B
𤅇,氵言糸糸,IUBB,CJK-B
𤅈,氵亠丷一,IOUF,CJK-B
𤅉,氵雨丶月,IDOW,CJK-B
𤅊,氵虎一犬,IMFS,CJK-B
𤅋,氵穴士貝,IPHM,CJK-B
𤅌,氵臼向乚,IRRX,CJK-B
𤅍,氵木日日,IFJJ,CJK-B
𤅎,氵艹一貝,ISFM,CJK-B
𤅏,氵生生立,IWWI,CJK-B
𤅐,氵山一丷,IJFU,CJK-B
𤅑,氵土亠𧘇,IHOW,CJK-B
𤅒,氵雨厶丶,IDVO,CJK-B
𤅓,氵小丿貝,IMQM,CJK-B
𤅔,氵竹一日,IQFJ,CJK-B
𤅕,氵竹士寸,IQHA,CJK-B
𤅖,氵艹止貝,ISNM,CJK-B
𤅗,氵亡口凡,IULQ,CJK-B
𤅘,氵亡口月,IULW,CJK-B
𤅙,氵口口夂,ILLE,CJK-B
𤅚,氵臼冂且,IRKM,CJK-B
𤅛,氵臼向辰,IRRS,CJK-B
𤅜,氵西示風,IDHR,CJK-B
𤅝,氵亠口阝,IOLC,CJK-B
𤅞,氵艹目又,ISMB,CJK-B
𤅟,氵雨足口,IDNL,CJK-B
𤅠,氵艹日馬,ISJS,CJK-B
𤅡,氵自二貝,ITSM,CJK-B
𤅢,氵艹合冊,ISYN,CJK-B
𤅣,氵亠臼且,IORM,CJK-B
𤅤,氵長爾,IHFe,CJK-B
𤅥,氵爪罒又,IEMB,CJK-B
𤅦,氵鹵日乙,IKJV,CJK-B
𤅧,氵𡗗日虫,IGJK,CJK-B
𤅨,氵木尸又,IFBB,CJK-B
𤅩,氵艹一鳥,ISFR,CJK-B
𤅪,氵爪罒寸,IEMA,CJK-B
𤅫,氵雨口又,IDLB,CJK-B
𤅬,氵牛儿丨,IWQM,CJK-B
𤅭,氵亠口𧘇,IOLW,CJK-B
𤅮,氵士冖心,IHYY,CJK-B
𤅯,氵木丿又,IFQB,CJK-B
𤅰,氵竹合冊,IQYN,CJK-B
𤅱,氵虫虫皿,IKKM,CJK-B
𤅲,氵竹日馬,IQJS,CJK-B
𤅳,氵戈口用,IGLT,CJK-B
𤅴,氵罒月米,IMWP,CJK-B
𤅵,氵骨𠂇辶,IMSP,CJK-B
𤅶,氵言糸夂,IUBE,CJK-B
𤅷,氵雨口人,IDLT,CJK-B
𤅸,氵臣竹皿,ISQM,CJK-B
𤅹,氵罒大大,IMGG,CJK-B
𤅺,氵金金金,IRRR,CJK-B
𤅻,氵亠口巴,IOLC,CJK-B
𤅼,氵艹一鳥,ISFR,CJK-B
𤅽,氵艹一鳥,ISFR,CJK-B
𤅾,氵門口夂,IKLE,CJK-B
𤅿,氵山丰皿,IJDM,CJK-B
𤆀,氵馬馬馬,ISSS,CJK-B
𤆁,白水白水,EKEK,CJK-B
𤆂,火一,UFio,CJK-B
𤆃,厶火,VUo,CJK-B
𤆄,乃火,VUoa,CJK-B
𤆅,人火,TUoe,CJK-B
𤆆,又火,BUou,CJK-B
𤆇,火匕,URio,CJK-B
𤆈,火乃,UVao,CJK-B
𤆉,丁火,AUon,CJK-B
𤆊,火卜,UMoo,CJK-B
𤆋,人灬,TUie,CJK-B
𤆌,火又,UBuo,CJK-B
𤆍,大火,GUod,CJK-B
𤆎,扌火,AUo,CJK-B
𤆏,火二乚,USXi,CJK-B
𤆐,冖丶灬,YOUi,CJK-B
𤆑,火川,UWho,CJK-B
𤆒,丿了灬,QVUi,CJK-B
𤆓,火广,UUuo,CJK-B
𤆔,己灬,BUij,CJK-B
𤆕,刀丶灬,BOUi,CJK-B
𤆖,扌灬,AUi,CJK-B
𤆗,口灬,LUi,CJK-B
𤆘,火凡,UQno,CJK-B
𤆙,冂乙火,KVUo,CJK-B
𤆚,火丿七,UQAi,CJK-B
𤆛,卜乙灬,MVUi,CJK-B
𤆜,火三,UFno,CJK-B
𤆝,火攴,UKuo,CJK-B
𤆞,火月彡,UWTi,CJK-B
𤆟,火𧘇,UWyo,CJK-B
𤆠,火𠂇厶,USVv,CJK-B
𤆡,火乌,UEwo,CJK-B
𤆢,火人匕,UTRi,CJK-B
𤆣,火乃丶,UVOd,CJK-B
𤆤,火冖几,UYQj,CJK-B
𤆥,火月二,UWSr,CJK-B
𤆦,火王,UGvo,CJK-B
𤆧,火土丶,UHOd,CJK-B
𤆨,乙口灬,VLUi,CJK-B
𤆩,火水,UKho,CJK-B
𤆪,口丨灬,LMUi,CJK-B
𤆫,月匕灬,WRUi,CJK-B
𤆬,毛灬,RUim,CJK-B
𤆭,火丿艹,UQSv,CJK-B
𤆮,火夫,UGuo,CJK-B
𤆯,土火,HUo,CJK-B
𤆰,木火,FUo,CJK-B
𤆱,一巾火,FMUo,CJK-B
𤆲,水火,KUoh,CJK-B
𤆳,火冂又,UKBu,CJK-B
𤆴,一厶火,FVUo,CJK-B
𤆵,火巴,UCao,CJK-B
𤆶,火八刀,UTBa,CJK-B
𤆷,火亻匕,UERi,CJK-B
𤆸,火心,UYvo,CJK-B
𤆹,火牙,UHyo,CJK-B
𤆺,火子乚,UBXi,CJK-B
𤆻,火七刀,UABa,CJK-B
𤆼,火宀丁,UOAn,CJK-B
𤆽,火屮,UXco,CJK-B
𤆾,火尸二,UBSr,CJK-B
𤆿,火乙十又,UVDB,CJK-B
𤇀,囗又火,NBUo,CJK-B
𤇁,火日一,UJFi,CJK-B
𤇂,火又土,UBHv,CJK-B
𤇃,火厂石乙,USDV,CJK-B
𤇄,火门人,UPTe,CJK-B
𤇅,火且,UMqo,CJK-B
𤇆,火囗又,UNBu,CJK-B
𤇇,丷十火,UDUo,CJK-B
𤇈,石火,DUo,CJK-B
𤇉,火尤力,UDXl,CJK-B
𤇊,火干丷,UHUa,CJK-B
𤇋,火示,UHso,CJK-B
𤇌,火古,UDgo,CJK-B
𤇍,木丶灬,FOUi,CJK-B
𤇎,火力刀丶,UXBO,CJK-B
𤇏,乙水灬,VKUi,CJK-B
𤇐,〢己灬,NBUi,CJK-B
𤇑,小冖火,MYUo,CJK-B
𤇒,火月月一,UWWF,CJK-B
𤇓,生灬,WUig,CJK-B
𤇔,火冖夕,UYRk,CJK-B
𤇕,禾灬,RUih,CJK-B
𤇖,火厶冂一,UVKF,CJK-B
𤇗,冖巳灬,YXUi,CJK-B
𤇘,夕乙灬,RVUi,CJK-B
𤇙,火且,UMqo,CJK-B
𤇚,火斤丶,UEOd,CJK-B
𤇛,火冖几一,UYQF,CJK-B
𤇜,火巳七,UXAi,CJK-B
𤇝,弓八火,VTUo,CJK-B
𤇞,力口火,XLUo,CJK-B
𤇟,丂灬一人,SUFT,CJK-B
𤇠,丿丷{于下}灬,QUAU,CJK-B
𤇡,卯七一灬,TAFU,CJK-B
𤇢,火白,UEbo,CJK-B
𤇣,火生,UWgo,CJK-B
𤇤,火工丂,UFSo,CJK-B
𤇥,火立,UIio,CJK-B
𤇦,火戊,UDwo,CJK-B
𤇧,火亻士,UEHh,CJK-B
𤇨,火不一,UDFi,CJK-B
𤇩,火心丿,UYQp,CJK-B
𤇪,火人彡,UTTi,CJK-B
𤇫,禾火,RUoh,CJK-B
𤇬,止匕火,NRUo,CJK-B
𤇭,火尤丿,UDQp,CJK-B
𤇮,火丿之,UQOk,CJK-B
𤇯,亠火𧘇,OUWy,CJK-B
𤇰,亻戈火,EGUo,CJK-B
𤇱,火巛山,UVJa,CJK-B
𤇲,亻壬火,EEUo,CJK-B
𤇳,火戊一,UDFi,CJK-B
𤇴,匚丨口灬,GMLU,CJK-B
𤇵,宀夕火,ORUo,CJK-B
𤇶,火乙水一,UVKF,CJK-B
𤇷,衤火,PUok,CJK-B
𤇸,臣灬,SUic,CJK-B
𤇹,火匕匕十,URRD,CJK-B
𤇺,火夂扌,UEAv,CJK-B
𤇻,火小彐,UMXv,CJK-B
𤇼,火宀女,UOCv,CJK-B
𤇽,火戈𠂇,UGSu,CJK-B
𤇿,火米,UPmo,CJK-B
𤈀,二木灬,SFUi,CJK-B
𤈁,火宀寸,UOAc,CJK-B
𤈂,十口一灬,DLFU,CJK-B
𤈃,火一冂厶,UFKV,CJK-B
𤈄,火士口,UHLv,CJK-B
𤈅,王亠灬,GOUi,CJK-B
𤈆,火一口乂,UFLW,CJK-B
𤈇,火西,UDio,CJK-B
𤈈,艹八火,STUo,CJK-B
𤈉,艹八灬,STUi,CJK-B
𤈊,火𠂇丨子,USMB,CJK-B
𤈋,火日几,UJQj,CJK-B
𤈌,日刀灬,JBUi,CJK-B
𤈍,火向,URgo,CJK-B
𤈎,火月日,UWJv,CJK-B
𤈏,火舌,UReo,CJK-B
𤈐,火丿未,UQHe,CJK-B
𤈑,火日匕,UJRi,CJK-B
𤈒,火缶,UWoo,CJK-B
𤈓,火又又十,UBBD,CJK-B
𤈔,土弓灬,HVUi,CJK-B
𤈕,夕夕灬,RRUi,CJK-B
𤈖,冖巴灬,YCUi,CJK-B
𤈗,彐彐灬,XXUi,CJK-B
𤈘,火歹刂,UDMd,CJK-B
𤈙,火大弓,UGVo,CJK-B
𤈚,爪冖火,EYUo,CJK-B
𤈛,火小兀,UMHw,CJK-B
𤈜,火至,UHko,CJK-B
𤈝,火艹乂,USWa,CJK-B
𤈞,火一未,UFHe,CJK-B
𤈟,女口火,CLUo,CJK-B
𤈠,火彐扌,UXAv,CJK-B
𤈡,火山兀,UJHw,CJK-B
𤈢,亻木火,EFUo,CJK-B
𤈣,缶火,WUoo,CJK-B
𤈤,火月乂屮,UWWX,CJK-B
𤈥,火白匕,UERi,CJK-B
𤈦,火尸毛,UBRm,CJK-B
𤈧,火彳殳,URQh,CJK-B
𤈨,耳乚火,AXUo,CJK-B
𤈩,丷土丿火,UHQU,CJK-B
𤈪,火戈艹,UGSv,CJK-B
𤈫,尸二火又,BSUB,CJK-B
𤈬,火罒又,UMBu,CJK-B
𤈭,卜冖夕火,MYRU,CJK-B
𤈮,戈扌火,GAUo,CJK-B
𤈯,火丿七人,UQAT,CJK-B
𤈰,火亻人丂,UETS,CJK-B
𤈱,卜目火,MMUo,CJK-B
𤈲,厂艹一火,SSFU,CJK-B
𤈳,目又火,MBUo,CJK-B
𤈴,卜囗又火,MNBU,CJK-B
𤈵,火口日,ULJv,CJK-B
𤈶,火口贝,ULKb,CJK-B
𤈷,火人二氵,UTSI,CJK-B
𤈸,火古力,UDXl,CJK-B
𤈹,山火火,JUUo,CJK-B
𤈺,火火凡,UUQn,CJK-B
𤈻,火宀𠂇厶,UOSV,CJK-B
𤈼,火辛,UOxo,CJK-B
𤈽,火亠口了,UOLV,CJK-B
𤈾,氵欠火,IEUo,CJK-B
𤈿,一水丶灬,FKOU,CJK-B
𤉀,木干火,FHUo,CJK-B
𤉁,火二口〢,USLN,CJK-B
𤉂,尸毛灬,BRUi,CJK-B
𤉃,火刀丶心,UBOY,CJK-B
𤉄,豕灬,DUis,CJK-B
𤉅,彐丿口火,XQLU,CJK-B
𤉆,火日山,UJJa,CJK-B
𤉇,火口乚大,ULXG,CJK-B
𤉈,火口口乚,ULLX,CJK-B
𤉉,禾刂灬,RMUi,CJK-B
𤉊,火日工,UJFo,CJK-B
𤉋,乙水二灬,VKSU,CJK-B
𤉌,禾刂火,RMUo,CJK-B
𤉍,火宀牛,UOWn,CJK-B
𤉎,刀口力火,BLXU,CJK-B
𤉏,目力灬,MXUi,CJK-B
𤉐,屮屮丂灬,XXSU,CJK-B
𤉑,火一冂一,UFKF,CJK-B
𤉒,火豸,UYio,CJK-B
𤉓,厂火由,SUKo,CJK-B
𤉔,火亻竹卜,UEQM,CJK-B
𤉕,由𠂇火,KSUo,CJK-B
𤉖,火車,UGjo,CJK-B
𤉗,火土子,UHBi,CJK-B
𤉘,火言,UUvo,CJK-B
𤉙,火彐丿口,UXQL,CJK-B
𤉚,火口欠,ULEq,CJK-B
𤉛,火人人土,UTTH,CJK-B
𤉜,火广木,UUFv,CJK-B
𤉝,火弓丿口,UVQL,CJK-B
𤉞,屮火火,XUUo,CJK-B
𤉟,丰刀丶火,DBOU,CJK-B
𤉠,氵冖儿灬,IYQU,CJK-B
𤉡,冂一月灬,KFWU,CJK-B
𤉢,冖口月灬,YLWU,CJK-B
𤉣,火巛田,UVJi,CJK-B
𤉤,火丷巾八,UUMT,CJK-B
𤉥,夕夕刂灬,RRMU,CJK-B
𤉦,火禾女,URCv,CJK-B
𤉧,乂乂火夂,WWUE,CJK-B
𤉨,戈口一火,GLFU,CJK-B
𤉩,巛夕刂灬,VRMU,CJK-B
𤉪,火方人二,UOTS,CJK-B
𤉫,火戈一大,UGFG,CJK-B
𤉬,火一厶木,UFVF,CJK-B
𤉭,止日火,NJUo,CJK-B
𤉮,火丶不口,UODL,CJK-B
𤉯,冖冂人火,YKTU,CJK-B
𤉰,户夂火,OEUo,CJK-B
𤉱,丿罒丂灬,QMSU,CJK-B
𤉲,木日火,FJUo,CJK-B
𤉳,火宀示,UOHs,CJK-B
𤉴,火夂一日,UEFJ,CJK-B
𤉵,口月口火,LWLU,CJK-B
𤉶,火乂𠂇月,UWSW,CJK-B
𤉷,月犬火,WSUo,CJK-B
𤉸,火尸古,UBDg,CJK-B
𤉹,戈口一火,GLFU,CJK-B
𤉺,又厂火夂,BSUE,CJK-B
𤉻,火艹一十,USFD,CJK-B
𤉼,火丷夫乙,UUGV,CJK-B
𤉽,广卜口灬,UMLU,CJK-B
𤉾,火冖八木,UYTF,CJK-B
𤉿,立口灬,ILUi,CJK-B
𤊀,火氵冖子,UIYB,CJK-B
𤊁,氵卜口灬,IMLU,CJK-B
𤊂,火予辶,UCPo,CJK-B
𤊃,火宀且,UOMq,CJK-B
𤊄,火其,UDqo,CJK-B
𤊅,了口又灬,VLBU,CJK-B
𤊆,西亠火,DOUo,CJK-B
𤊇,王火火,GUUo,CJK-B
𤊈,火艹八刀,USTB,CJK-B
𤊉,火日月,UJWv,CJK-B
𤊊,火艹方,USOg,CJK-B
𤊋,火日亠八,UJOT,CJK-B
𤊌,口口丨灬,LLMU,CJK-B
𤊍,火艹人八,USTT,CJK-B
𤊎,火囗古,UNDg,CJK-B
𤊏,月月火,WWUo,CJK-B
𤊐,火爪冖又,UEYB,CJK-B
𤊑,斤欠灬,EEUi,CJK-B
𤊒,火母一水,UBFK,CJK-B
𤊓,火臼儿,URQr,CJK-B
𤊔,火禾彐,URXv,CJK-B
𤊕,火爪木,UEFv,CJK-B
𤊖,火大𡗗,UGGn,CJK-B
𤊗,一{亞下}火,FLUo,CJK-B
𤊘,牛月彡火,WWTU,CJK-B
𤊙,隹火,WUoi,CJK-B
𤊚,火爪几二,UEQS,CJK-B
𤊛,火又十十,UBDD,CJK-B
𤊜,厶口大火,VLGU,CJK-B
𤊝,月冂丿灬,WKQU,CJK-B
𤊞,火長,UHao,CJK-B
𤊟,火宀一龰,UOFN,CJK-B
𤊠,火石艹,UDSv,CJK-B
𤊡,火𡗗扌,UGAv,CJK-B
𤊢,火日一寸,UJFA,CJK-B
𤊣,丿未厂火,QHSU,CJK-B
𤊤,火山石,UJDv,CJK-B
𤊥,火土八夂,UHTE,CJK-B
𤊦,火方夂,UOEh,CJK-B
𤊧,火十且,UDMq,CJK-B
𤊨,火戈口一,UGLF,CJK-B
𤊩,火木木,UFFv,CJK-B
𤊪,火〢丿八,UNQT,CJK-B
𤊫,火土皮,UHVp,CJK-B
𤊬,火非,ULio,CJK-B
𤊭,火广示,UUHs,CJK-B
𤊮,又𠂇火夂,BSUE,CJK-B
𤊯,月七屮灬,WAXU,CJK-B
𤊰,火亦又,UPBu,CJK-B
𤊱,冖冂人灬,YKTU,CJK-B
𤊲,火巛向乂,UVRW,CJK-B
𤊳,火尸二殳,UBSQ,CJK-B
𤊴,火丰石,UDDv,CJK-B
𤊵,火白匕卩,UERX,CJK-B
𤊶,火木口刂,UFLM,CJK-B
𤊷,火丬匕月,UURW,CJK-B
𤊸,戊一口火,DFLU,CJK-B
𤊹,火十冖力,UDYX,CJK-B
𤊺,火母豕,UBDs,CJK-B
𤊻,火日目,UJMv,CJK-B
𤊼,火火艹二,UUSS,CJK-B
𤊽,大丷日火,GUJU,CJK-B
𤊾,艹目火,SMUo,CJK-B
𤊿,火千臼,UWRj,CJK-B
𤋀,火目犬,UMSa,CJK-B
𤋁,日一月灬,JFWU,CJK-B
𤋂,艹罒火,SMUo,CJK-B
𤋃,丷酉灬,UGUi,CJK-B
𤋄,矛夂火,XEUo,CJK-B
𤋅,丿尸乙火,QBVU,CJK-B
𤋆,戊火火,DUUo,CJK-B
𤋇,目卯七灬,MTAU,CJK-B
𤋈,上卜夂灬,KMEU,CJK-B
𤋉,火日亠幺,UJOC,CJK-B
𤋊,火尸丷艹,UBUS,CJK-B
𤋋,火亠人大,UOTG,CJK-B
𤋌,丷豕灬,UDUi,CJK-B
𤋍,火火冂大,UUKG,CJK-B
𤋎,丷月刂火,UWMU,CJK-B
𤋏,火米女,UPCv,CJK-B
𤋐,木刀口灬,FBLU,CJK-B
𤋑,火土土土,UHHH,CJK-B
